,datetime,counttrips,meanduration,modestartstationid,modestartstationname,modestartstationlatitude,modestartstationlongitude,modeendstationid,modeendstationname,modeendstationlatitude,modeendstationlongitude,usertypevalues,gendervalues
51,2019-12,19728,540.7301297648013,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    18492
Customer       1236
Name: usertype, dtype: int64","1    14302
2     4601
0      825
Name: gender, dtype: int64"
52,2020-01,26020,540.8975403535742,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    24436
Customer       1584
Name: usertype, dtype: int64","1    18536
2     6341
0     1143
Name: gender, dtype: int64"
53,2020-02,22962,665.6929274453445,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    21453
Customer       1509
Name: usertype, dtype: int64","1    16464
2     5499
0      999
Name: gender, dtype: int64"
54,2020-03,17719,1384.5124442688639,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    15192
Customer       2527
Name: usertype, dtype: int64","1    12021
2     4199
0     1499
Name: gender, dtype: int64"
55,2020-04,9268,1803.6978851963747,"0    3199
Name: startstationid, dtype: int64","0    Newport Pkwy
Name: startstationname, dtype: object","0    40.728745
Name: startstationlatitude, dtype: float64","0   -74.032108
Name: startstationlongitude, dtype: float64","0    3199
Name: endstationid, dtype: int64","0    Newport Pkwy
Name: endstationname, dtype: object","0    40.728745
Name: endstationlatitude, dtype: float64","0   -74.032108
Name: endstationlongitude, dtype: float64","Subscriber    6692
Customer      2576
Name: usertype, dtype: int64","1    5709
2    2202
0    1357
Name: gender, dtype: int64"
56,2020-05,25077,2445.721138892212,"0    3192
Name: startstationid, dtype: int64","0    Liberty Light Rail
Name: startstationname, dtype: object","0    40.711242
Name: startstationlatitude, dtype: float64","0   -74.055701
Name: startstationlongitude, dtype: float64","0    3192
Name: endstationid, dtype: int64","0    Liberty Light Rail
Name: endstationname, dtype: object","0    40.711242
Name: endstationlatitude, dtype: float64","0   -74.055701
Name: endstationlongitude, dtype: float64","Subscriber    12952
Customer      12125
Name: usertype, dtype: int64","1    12765
2     6757
0     5555
Name: gender, dtype: int64"
57,2020-06,36921,2296.5872267815066,"0    3199
Name: startstationid, dtype: int64","0    Newport Pkwy
Name: startstationname, dtype: object","0    40.728745
Name: startstationlatitude, dtype: float64","0   -74.032108
Name: startstationlongitude, dtype: float64","0    3192
Name: endstationid, dtype: int64","0    Liberty Light Rail
Name: endstationname, dtype: object","0    40.711242
Name: endstationlatitude, dtype: float64","0   -74.055701
Name: endstationlongitude, dtype: float64","Subscriber    19825
Customer      17096
Name: usertype, dtype: int64","1    19181
2     9826
0     7914
Name: gender, dtype: int64"
58,2020-07,38680,1841.7221302998967,"0    3199
Name: startstationid, dtype: int64","0    Newport Pkwy
Name: startstationname, dtype: object","0    40.728745
Name: startstationlatitude, dtype: float64","0   -74.032108
Name: startstationlongitude, dtype: float64","0    3199
Name: endstationid, dtype: int64","0    Newport Pkwy
Name: endstationname, dtype: object","0    40.728745
Name: endstationlatitude, dtype: float64","0   -74.032108
Name: endstationlongitude, dtype: float64","Subscriber    23264
Customer      15416
Name: usertype, dtype: int64","1    20945
2     9873
0     7862
Name: gender, dtype: int64"
59,2020-08,43267,1712.3783483948505,"0    3199
Name: startstationid, dtype: int64","0    Newport Pkwy
Name: startstationname, dtype: object","0    40.728745
Name: startstationlatitude, dtype: float64","0   -74.032108
Name: startstationlongitude, dtype: float64","0    3199
Name: endstationid, dtype: int64","0    Newport Pkwy
Name: endstationname, dtype: object","0    40.728745
Name: endstationlatitude, dtype: float64","0   -74.032108
Name: endstationlongitude, dtype: float64","Subscriber    26328
Customer      16939
Name: usertype, dtype: int64","1    23870
2    10881
0     8516
Name: gender, dtype: int64"
60,2020-09,53833,1575.786004866903,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    35284
Customer      18549
Name: usertype, dtype: int64","1    31067
2    13873
0     8893
Name: gender, dtype: int64"
61,2020-10,30086,1246.2911320880144,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    21194
Customer       8892
Name: usertype, dtype: int64","1    18265
2     7558
0     4263
Name: gender, dtype: int64"
62,2020-11,21275,1398.3940305522915,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    15507
Customer       5768
Name: usertype, dtype: int64","1    13219
2     5221
0     2835
Name: gender, dtype: int64"
63,2020-12,11694,1387.734051650419,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    9404
Customer      2290
Name: usertype, dtype: int64","1    7765
2    2568
0    1361
Name: gender, dtype: int64"
64,2021-01,11624,985.1405712319339,"0    3186
Name: startstationid, dtype: int64","0    Grove St PATH
Name: startstationname, dtype: object","0    40.719586
Name: startstationlatitude, dtype: float64","0   -74.043117
Name: startstationlongitude, dtype: float64","0    3186
Name: endstationid, dtype: int64","0    Grove St PATH
Name: endstationname, dtype: object","0    40.719586
Name: endstationlatitude, dtype: float64","0   -74.043117
Name: endstationlongitude, dtype: float64","Subscriber    9648
Customer      1976
Name: usertype, dtype: int64","1    7809
2    2610
0    1205
Name: gender, dtype: int64"
